listing_id,date,price,property_type,room_type,accomodates,bedrooms,beds
40334325,2022-08-03,56.0,Entire rental unit,Entire home/apt,2,1.0,2.0
22742449,2022-11-13,95.0,Entire rental unit,Entire home/apt,4,2.0,2.0
22742449,2022-06-28,112.0,Entire rental unit,Entire home/apt,4,2.0,2.0
22742449,2022-01-02,155.0,Entire rental unit,Entire home/apt,4,2.0,2.0
22742449,2022-09-05,125.0,Entire rental unit,Entire home/apt,4,2.0,2.0
22742449,2022-07-15,199.0,Entire rental unit,Entire home/apt,4,2.0,2.0
22742449,2022-08-29,120.0,Entire rental unit,Entire home/apt,4,2.0,2.0
34621717,2022-04-17,75.0,Entire rental unit,Entire home/apt,2,1.0,1.0
34621717,2022-10-22,74.0,Entire rental unit,Entire home/apt,2,1.0,1.0
34621717,2022-07-25,76.0,Entire rental unit,Entire home/apt,2,1.0,1.0
34621717,2022-02-16,80.0,Entire rental unit,Entire home/apt,2,1.0,1.0
34621717,2022-08-20,81.0,Entire rental unit,Entire home/apt,2,1.0,1.0
34621717,2022-01-08,78.0,Entire rental unit,Entire home/apt,2,1.0,1.0
34621717,2022-08-04,77.0,Entire rental unit,Entire home/apt,2,1.0,1.0
34621717,2022-04-06,82.0,Entire rental unit,Entire home/apt,2,1.0,1.0
34621717,2022-04-04,79.0,Entire rental unit,Entire home/apt,2,1.0,1.0
38281744,2022-01-31,150.0,Room in hotel,Private room,2,1.0,1.0
18835003,2022-05-21,100.0,Entire loft,Entire home/apt,2,1.0,1.0
27777408,2022-07-05,22.0,Private room in guesthouse,Private room,2,1.0,1.0
4502646,2022-08-03,75.0,Entire loft,Entire home/apt,4,1.0,2.0
4502646,2022-09-09,89.0,Entire loft,Entire home/apt,4,1.0,2.0
36963744,2022-11-30,199.0,Entire rental unit,Entire home/apt,4,1.0,1.0
36963744,2022-05-24,95.0,Entire rental unit,Entire home/apt,4,1.0,1.0
36963744,2022-06-16,160.0,Entire rental unit,Entire home/apt,4,1.0,1.0
36963744,2022-03-26,115.0,Entire rental unit,Entire home/apt,4,1.0,1.0
36963744,2022-01-07,118.0,Entire rental unit,Entire home/apt,4,1.0,1.0
36963744,2022-01-10,72.0,Entire rental unit,Entire home/apt,4,1.0,1.0
36963744,2021-12-28,90.0,Entire rental unit,Entire home/apt,4,1.0,1.0
36963744,2022-01-01,150.0,Entire rental unit,Entire home/apt,4,1.0,1.0
36963744,2021-12-31,180.0,Entire rental unit,Entire home/apt,4,1.0,1.0
32784417,2022-11-21,75.0,Private room in rental unit,Private room,3,1.0,3.0
31198633,2022-01-21,65.0,Private room in townhouse,Private room,3,2.0,2.0
31198633,2022-08-06,66.0,Private room in townhouse,Private room,3,2.0,2.0
43692011,2022-03-02,54.0,Private room in townhouse,Private room,2,1.0,1.0
43692011,2022-08-06,55.0,Private room in townhouse,Private room,2,1.0,1.0
31130575,2022-09-04,199.0,Entire rental unit,Entire home/apt,8,3.0,3.0
13372879,2022-10-21,69.0,Entire rental unit,Entire home/apt,2,1.0,1.0
13372879,2022-08-05,73.0,Entire rental unit,Entire home/apt,2,1.0,1.0
13372879,2022-08-31,71.0,Entire rental unit,Entire home/apt,2,1.0,1.0
13372879,2022-09-04,70.0,Entire rental unit,Entire home/apt,2,1.0,1.0
13372879,2022-08-27,72.0,Entire rental unit,Entire home/apt,2,1.0,1.0
48126265,2022-05-20,60.0,Private room in rental unit,Private room,4,1.0,1.0
32311829,2022-10-12,75.0,Private room in townhouse,Private room,6,1.0,1.0
32311829,2022-02-11,76.0,Private room in townhouse,Private room,6,1.0,1.0
32311829,2022-02-25,77.0,Private room in townhouse,Private room,6,1.0,1.0
32311829,2022-02-19,78.0,Private room in townhouse,Private room,6,1.0,1.0
32311829,2022-02-05,80.0,Private room in townhouse,Private room,6,1.0,1.0
33129809,2022-05-07,49.0,Entire rental unit,Entire home/apt,2,1.0,2.0
33129809,2022-06-22,48.0,Entire rental unit,Entire home/apt,2,1.0,2.0
33129809,2022-01-02,33.0,Entire rental unit,Entire home/apt,2,1.0,2.0
33129809,2022-02-24,34.0,Entire rental unit,Entire home/apt,2,1.0,2.0
33129809,2022-02-16,35.0,Entire rental unit,Entire home/apt,2,1.0,2.0
33129809,2022-01-04,36.0,Entire rental unit,Entire home/apt,2,1.0,2.0
33129809,2022-01-22,37.0,Entire rental unit,Entire home/apt,2,1.0,2.0
41703665,2022-11-02,199.0,Entire townhouse,Entire home/apt,8,1.0,3.0
46791742,2022-04-24,95.0,Entire rental unit,Entire home/apt,2,1.0,1.0
46791742,2022-08-16,160.0,Entire rental unit,Entire home/apt,2,1.0,1.0
46791742,2022-11-07,199.0,Entire rental unit,Entire home/apt,2,1.0,1.0
46791742,2022-03-19,115.0,Entire rental unit,Entire home/apt,2,1.0,1.0
46791742,2022-01-09,72.0,Entire rental unit,Entire home/apt,2,1.0,1.0
46791742,2022-01-08,118.0,Entire rental unit,Entire home/apt,2,1.0,1.0
46791742,2021-12-29,90.0,Entire rental unit,Entire home/apt,2,1.0,1.0
46791742,2022-01-15,125.0,Entire rental unit,Entire home/apt,2,1.0,1.0
27132678,2022-02-23,70.0,Entire rental unit,Entire home/apt,2,1.0,1.0
38080630,2022-09-12,59.0,Entire rental unit,Entire home/apt,9,2.0,3.0
38080630,2022-06-16,49.0,Entire rental unit,Entire home/apt,9,2.0,3.0
38080630,2022-08-02,64.0,Entire rental unit,Entire home/apt,9,2.0,3.0
38080630,2022-09-02,139.0,Entire rental unit,Entire home/apt,9,2.0,3.0
38080630,2022-04-16,129.0,Entire rental unit,Entire home/apt,9,2.0,3.0
38080630,2022-07-17,149.0,Entire rental unit,Entire home/apt,9,2.0,3.0
38080630,2022-01-15,89.0,Entire rental unit,Entire home/apt,9,2.0,3.0
38080630,2022-01-22,99.0,Entire rental unit,Entire home/apt,9,2.0,3.0
38080630,2022-01-03,46.0,Entire rental unit,Entire home/apt,9,2.0,3.0
38080630,2022-05-07,160.0,Entire rental unit,Entire home/apt,9,2.0,3.0
38080630,2022-12-22,79.0,Entire rental unit,Entire home/apt,9,2.0,3.0
31055825,2022-02-03,90.0,Entire rental unit,Entire home/apt,2,1.0,1.0
31682997,2022-02-06,45.0,Entire rental unit,Entire home/apt,4,1.0,3.0
52753471,2022-02-04,110.0,Entire rental unit,Entire home/apt,4,2.0,3.0
52753471,2021-12-26,120.0,Entire rental unit,Entire home/apt,4,2.0,3.0
48193498,2022-04-28,199.0,Entire rental unit,Entire home/apt,6,3.0,3.0
28839558,2022-06-22,78.0,Entire rental unit,Entire home/apt,2,1.0,1.0
28839558,2022-04-08,75.0,Entire rental unit,Entire home/apt,2,1.0,1.0
28839558,2022-07-24,79.0,Entire rental unit,Entire home/apt,2,1.0,1.0
27479453,2022-09-18,199.0,Entire loft,Entire home/apt,4,2.0,2.0
37774768,2022-07-20,125.0,Entire rental unit,Entire home/apt,2,1.0,1.0
37774768,2022-12-04,127.0,Entire rental unit,Entire home/apt,2,1.0,1.0
37774768,2022-11-27,126.0,Entire rental unit,Entire home/apt,2,1.0,1.0
37774768,2022-12-25,129.0,Entire rental unit,Entire home/apt,2,1.0,1.0
31015562,2022-09-18,45.0,Private room in rental unit,Private room,1,1.0,1.0
31015562,2022-08-13,47.0,Private room in rental unit,Private room,1,1.0,1.0
31015562,2022-07-31,46.0,Private room in rental unit,Private room,1,1.0,1.0
31015562,2021-12-30,50.0,Private room in rental unit,Private room,1,1.0,1.0
31015562,2021-12-31,75.0,Private room in rental unit,Private room,1,1.0,1.0
22962721,2022-01-30,69.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-09-01,75.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-04-12,65.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-06-13,68.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-11-18,67.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-04-03,70.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-08-31,74.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-07-23,100.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-09-12,72.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-08-16,76.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-10-20,66.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-07-16,81.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-09-03,80.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-08-13,83.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-04-07,71.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-08-27,82.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-07-01,77.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-10-08,73.0,Entire rental unit,Entire home/apt,6,2.0,3.0
22962721,2022-07-02,78.0,Entire rental unit,Entire home/apt,6,2.0,3.0
51957123,2022-01-16,79.0,Entire rental unit,Entire home/apt,6,3.0,3.0
51957123,2022-12-19,81.0,Entire rental unit,Entire home/apt,6,3.0,3.0
51957123,2022-04-21,80.0,Entire rental unit,Entire home/apt,6,3.0,3.0
41641939,2022-06-14,100.0,Entire rental unit,Entire home/apt,6,2.0,2.0
41641939,2022-08-12,107.0,Entire rental unit,Entire home/apt,6,2.0,2.0
41641939,2022-09-03,105.0,Entire rental unit,Entire home/apt,6,2.0,2.0
41641939,2022-07-11,101.0,Entire rental unit,Entire home/apt,6,2.0,2.0
41641939,2022-07-24,104.0,Entire rental unit,Entire home/apt,6,2.0,2.0
41641939,2022-07-26,103.0,Entire rental unit,Entire home/apt,6,2.0,2.0
41641939,2022-08-26,106.0,Entire rental unit,Entire home/apt,6,2.0,2.0
41641939,2022-07-14,102.0,Entire rental unit,Entire home/apt,6,2.0,2.0
41641939,2022-08-13,108.0,Entire rental unit,Entire home/apt,6,2.0,2.0
41130318,2022-04-08,129.0,Entire rental unit,Entire home/apt,7,1.0,3.0
41130318,2022-05-12,49.0,Entire rental unit,Entire home/apt,7,1.0,3.0
41130318,2022-08-12,139.0,Entire rental unit,Entire home/apt,7,1.0,3.0
41130318,2022-07-30,149.0,Entire rental unit,Entire home/apt,7,1.0,3.0
41130318,2022-11-02,59.0,Entire rental unit,Entire home/apt,7,1.0,3.0
41130318,2022-08-11,64.0,Entire rental unit,Entire home/apt,7,1.0,3.0
41130318,2022-01-21,99.0,Entire rental unit,Entire home/apt,7,1.0,3.0
41130318,2022-12-21,79.0,Entire rental unit,Entire home/apt,7,1.0,3.0
41130318,2022-01-06,46.0,Entire rental unit,Entire home/apt,7,1.0,3.0
41130318,2022-01-15,89.0,Entire rental unit,Entire home/apt,7,1.0,3.0
41130318,2021-12-31,119.0,Entire rental unit,Entire home/apt,7,1.0,3.0
41130318,2021-12-26,69.0,Entire rental unit,Entire home/apt,7,1.0,3.0
4303323,2022-09-25,135.0,Entire townhouse,Entire home/apt,4,2.0,3.0
49717768,2022-10-09,60.0,Entire rental unit,Entire home/apt,2,1.0,2.0
49717768,2021-12-31,78.0,Entire rental unit,Entire home/apt,2,1.0,2.0
49717768,2022-02-19,63.0,Entire rental unit,Entire home/apt,2,1.0,2.0
49717768,2021-12-30,61.0,Entire rental unit,Entire home/apt,2,1.0,2.0
48416471,2022-11-23,59.0,Entire rental unit,Entire home/apt,12,2.0,3.0
48416471,2022-08-21,64.0,Entire rental unit,Entire home/apt,12,2.0,3.0
48416471,2022-07-28,149.0,Entire rental unit,Entire home/apt,12,2.0,3.0
48416471,2022-12-23,129.0,Entire rental unit,Entire home/apt,12,2.0,3.0
48416471,2022-05-26,49.0,Entire rental unit,Entire home/apt,12,2.0,3.0
48416471,2022-01-01,89.0,Entire rental unit,Entire home/apt,12,2.0,3.0
48416471,2022-12-22,79.0,Entire rental unit,Entire home/apt,12,2.0,3.0
48416471,2022-08-06,139.0,Entire rental unit,Entire home/apt,12,2.0,3.0
48416471,2022-07-19,99.0,Entire rental unit,Entire home/apt,12,2.0,3.0
48416471,2022-05-06,160.0,Entire rental unit,Entire home/apt,12,2.0,3.0
48416471,2022-01-04,46.0,Entire rental unit,Entire home/apt,12,2.0,3.0
9193370,2022-11-11,80.0,Entire loft,Entire home/apt,3,1.0,2.0
32627204,2022-09-30,55.0,Entire rental unit,Entire home/apt,4,1.0,2.0
32627204,2022-09-11,50.0,Entire rental unit,Entire home/apt,4,1.0,2.0
32627204,2022-03-13,60.0,Entire rental unit,Entire home/apt,4,1.0,2.0
42194629,2022-05-07,89.0,Entire guest suite,Entire home/apt,2,1.0,2.0
39746037,2022-01-18,45.0,Private room in rental unit,Private room,2,1.0,1.0
32467666,2022-06-02,110.0,Entire rental unit,Entire home/apt,4,2.0,3.0
32467666,2022-09-17,120.0,Entire rental unit,Entire home/apt,4,2.0,3.0
32467666,2022-07-18,199.0,Entire rental unit,Entire home/apt,4,2.0,3.0
32467666,2022-01-03,155.0,Entire rental unit,Entire home/apt,4,2.0,3.0
32467666,2022-09-28,89.0,Entire rental unit,Entire home/apt,4,2.0,3.0
32467666,2021-12-26,125.0,Entire rental unit,Entire home/apt,4,2.0,3.0
42032279,2022-09-14,48.0,Entire rental unit,Entire home/apt,2,1.0,1.0
50206275,2022-09-28,150.0,Entire rental unit,Entire home/apt,5,2.0,3.0
50206275,2021-12-31,70.0,Entire rental unit,Entire home/apt,5,2.0,3.0
40985461,2022-02-03,58.0,Entire loft,Entire home/apt,3,1.0,1.0
40985461,2022-12-23,68.0,Entire loft,Entire home/apt,3,1.0,1.0
40985461,2022-10-10,55.0,Entire loft,Entire home/apt,3,1.0,1.0
40985461,2022-07-06,70.0,Entire loft,Entire home/apt,3,1.0,1.0
40985461,2022-07-09,73.0,Entire loft,Entire home/apt,3,1.0,1.0
13640722,2022-05-03,105.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-07-17,124.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-04-14,130.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-04-27,110.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-12-03,145.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-04-11,106.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-05-18,109.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-09-30,156.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-09-07,117.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-03-28,104.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-04-30,189.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-03-11,164.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-02-05,199.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-06-26,113.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-11-08,118.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-09-24,160.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-01-20,89.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-05-20,163.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-02-02,148.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-04-25,107.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-12-19,114.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-11-27,141.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-04-20,125.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-12-07,142.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-04-23,168.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-04-09,167.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-09-09,188.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-09-05,116.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-03-21,102.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-01-14,150.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-03-23,108.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-02-12,173.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-04-16,169.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-05-26,115.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-01-15,153.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-09-16,159.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-01-11,71.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-10-21,158.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-11-25,144.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-01-27,97.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-07-10,121.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-07-12,123.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-08-12,181.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-08-04,128.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-08-18,122.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-09-04,133.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-01-02,103.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-01-05,93.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-02-04,176.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-11-19,180.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-05-19,112.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-01-17,92.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-08-16,120.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-03-19,171.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-02-18,191.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-09-06,138.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-04-15,170.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-01-07,140.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-07-08,178.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-09-17,161.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-01-06,90.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-11-11,155.0,Entire rental unit,Entire home/apt,6,2.0,3.0
13640722,2022-07-02,175.0,Entire rental unit,Entire home/apt,6,2.0,3.0
47825291,2022-01-31,35.0,Entire rental unit,Entire home/apt,2,1.0,2.0
47825291,2022-08-16,45.0,Entire rental unit,Entire home/apt,2,1.0,2.0
47825291,2022-06-17,43.0,Entire rental unit,Entire home/apt,2,1.0,2.0
47825291,2022-04-08,38.0,Entire rental unit,Entire home/apt,2,1.0,2.0
47825291,2022-04-09,39.0,Entire rental unit,Entire home/apt,2,1.0,2.0
32827570,2022-09-07,69.0,Entire rental unit,Entire home/apt,2,2.0,1.0
32827570,2022-01-11,50.0,Entire rental unit,Entire home/apt,2,2.0,1.0
32827570,2022-05-02,68.0,Entire rental unit,Entire home/apt,2,2.0,1.0
53061962,2022-12-15,33.0,Private room in rental unit,Private room,2,1.0,1.0
53061962,2022-07-25,39.0,Private room in rental unit,Private room,2,1.0,1.0
53061962,2022-01-28,32.0,Private room in rental unit,Private room,2,1.0,1.0
53061962,2021-12-31,50.0,Private room in rental unit,Private room,2,1.0,1.0
4980368,2022-10-09,79.0,Entire rental unit,Entire home/apt,6,2.0,3.0
9911713,2022-06-19,38.0,Private room in townhouse,Private room,4,1.0,3.0
9911713,2022-02-19,35.0,Private room in townhouse,Private room,4,1.0,3.0
9911713,2022-11-30,45.0,Private room in townhouse,Private room,4,1.0,3.0
9911713,2022-09-19,37.0,Private room in townhouse,Private room,4,1.0,3.0
9911713,2022-11-12,46.0,Private room in townhouse,Private room,4,1.0,3.0
9911713,2022-04-23,39.0,Private room in townhouse,Private room,4,1.0,3.0
9911713,2022-06-06,36.0,Private room in townhouse,Private room,4,1.0,3.0
9911713,2021-12-27,41.0,Private room in townhouse,Private room,4,1.0,3.0
9911713,2022-10-15,43.0,Private room in townhouse,Private room,4,1.0,3.0
9911713,2022-10-14,42.0,Private room in townhouse,Private room,4,1.0,3.0
9911713,2022-10-10,40.0,Private room in townhouse,Private room,4,1.0,3.0
9911713,2022-11-04,44.0,Private room in townhouse,Private room,4,1.0,3.0
15520735,2022-12-16,80.0,Entire rental unit,Entire home/apt,2,1.0,2.0
15520735,2022-12-05,65.0,Entire rental unit,Entire home/apt,2,1.0,2.0
4178600,2021-12-29,65.0,Private room in residential home,Private room,2,1.0,1.0
7892353,2022-07-15,110.0,Entire rental unit,Entire home/apt,4,2.0,2.0
8366368,2021-12-27,38.0,Private room in residential home,Private room,1,1.0,1.0
36660088,2022-01-06,95.0,Entire rental unit,Entire home/apt,2,1.0,1.0
36660088,2022-01-01,120.0,Entire rental unit,Entire home/apt,2,1.0,1.0
46810177,2022-08-09,199.0,Private room in residential home,Private room,2,1.0,1.0
52683142,2022-10-23,59.0,Entire rental unit,Entire home/apt,12,2.0,3.0
52683142,2022-03-14,49.0,Entire rental unit,Entire home/apt,12,2.0,3.0
52683142,2022-08-06,139.0,Entire rental unit,Entire home/apt,12,2.0,3.0
52683142,2022-03-18,129.0,Entire rental unit,Entire home/apt,12,2.0,3.0
52683142,2022-12-25,79.0,Entire rental unit,Entire home/apt,12,2.0,3.0
52683142,2022-07-12,64.0,Entire rental unit,Entire home/apt,12,2.0,3.0
52683142,2022-07-29,149.0,Entire rental unit,Entire home/apt,12,2.0,3.0
52683142,2022-07-18,99.0,Entire rental unit,Entire home/apt,12,2.0,3.0
52683142,2022-01-08,89.0,Entire rental unit,Entire home/apt,12,2.0,3.0
52683142,2022-01-06,46.0,Entire rental unit,Entire home/apt,12,2.0,3.0
52664057,2022-11-20,199.0,Entire loft,Entire home/apt,4,1.0,2.0
52664057,2022-02-08,160.0,Entire loft,Entire home/apt,4,1.0,2.0
13249852,2022-01-08,199.0,Private room in rental unit,Private room,2,3.0,1.0
19723966,2022-07-29,199.0,Entire rental unit,Entire home/apt,4,1.0,2.0
19723966,2022-01-08,130.0,Entire rental unit,Entire home/apt,4,1.0,2.0
19723966,2022-01-17,88.0,Entire rental unit,Entire home/apt,4,1.0,2.0
19723966,2022-01-06,70.0,Entire rental unit,Entire home/apt,4,1.0,2.0
19723966,2021-12-27,140.0,Entire rental unit,Entire home/apt,4,1.0,2.0
19723966,2022-01-03,120.0,Entire rental unit,Entire home/apt,4,1.0,2.0
19723966,2022-01-23,96.0,Entire rental unit,Entire home/apt,4,1.0,2.0
19723966,2022-01-21,100.0,Entire rental unit,Entire home/apt,4,1.0,2.0
36904085,2022-03-02,164.0,Entire rental unit,Entire home/apt,3,1.0,1.0
28772811,2022-02-20,100.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-12-19,104.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-08-14,118.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-12-23,103.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-11-21,105.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-10-04,110.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-06-22,107.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-07-05,111.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-10-30,106.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-05-22,102.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-08-12,119.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-05-02,101.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-10-13,109.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-07-26,116.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-08-15,117.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-09-15,114.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-09-20,112.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-10-14,108.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-09-05,115.0,Entire loft,Entire home/apt,2,1.0,1.0
28772811,2022-09-18,113.0,Entire loft,Entire home/apt,2,1.0,1.0
42787047,2022-08-12,72.0,Entire rental unit,Entire home/apt,4,1.0,1.0
34294000,2022-10-29,60.0,Entire rental unit,Entire home/apt,2,1.0,1.0
34294000,2021-12-30,65.0,Entire rental unit,Entire home/apt,2,1.0,1.0
34294000,2022-01-25,49.0,Entire rental unit,Entire home/apt,2,1.0,1.0
34294000,2021-12-31,70.0,Entire rental unit,Entire home/apt,2,1.0,1.0
36195542,2022-05-31,45.0,Entire rental unit,Entire home/apt,2,1.0,2.0
36195542,2022-10-07,50.0,Entire rental unit,Entire home/apt,2,1.0,2.0
36195542,2022-09-12,46.0,Entire rental unit,Entire home/apt,2,1.0,2.0
36195542,2022-12-05,49.0,Entire rental unit,Entire home/apt,2,1.0,2.0
36195542,2022-07-02,48.0,Entire rental unit,Entire home/apt,2,1.0,2.0
36195542,2021-12-31,100.0,Entire rental unit,Entire home/apt,2,1.0,2.0
36195542,2022-11-19,51.0,Entire rental unit,Entire home/apt,2,1.0,2.0
2602613,2021-12-30,65.0,Entire residential home,Entire home/apt,2,1.0,1.0
21750298,2022-07-24,35.0,Private room in rental unit,Private room,2,1.0,1.0
21750298,2022-01-02,40.0,Private room in rental unit,Private room,2,1.0,1.0
21750298,2022-01-07,37.0,Private room in rental unit,Private room,2,1.0,1.0
21750298,2022-01-01,45.0,Private room in rental unit,Private room,2,1.0,1.0
21750298,2021-12-27,41.0,Private room in rental unit,Private room,2,1.0,1.0
21750298,2021-12-30,50.0,Private room in rental unit,Private room,2,1.0,1.0
21750298,2021-12-26,43.0,Private room in rental unit,Private room,2,1.0,1.0
31200155,2022-02-09,89.0,Entire rental unit,Entire home/apt,2,1.0,1.0
31200155,2022-10-14,108.0,Entire rental unit,Entire home/apt,2,1.0,1.0
39385527,2022-12-09,59.0,Entire rental unit,Entire home/apt,2,1.0,1.0
39385527,2022-12-12,58.0,Entire rental unit,Entire home/apt,2,1.0,1.0
39385527,2022-03-21,50.0,Entire rental unit,Entire home/apt,2,1.0,1.0
39385527,2022-05-22,51.0,Entire rental unit,Entire home/apt,2,1.0,1.0
39385527,2022-06-11,52.0,Entire rental unit,Entire home/apt,2,1.0,1.0
10582792,2021-12-26,199.0,Private room in residential home,Private room,7,3.0,3.0
10582792,2022-03-18,52.0,Private room in residential home,Private room,7,3.0,3.0
12238423,2022-12-21,71.0,Entire rental unit,Entire home/apt,4,1.0,3.0
12238423,2022-10-01,72.0,Entire rental unit,Entire home/apt,4,1.0,3.0
12238423,2022-01-07,75.0,Entire rental unit,Entire home/apt,4,1.0,3.0
12238423,2022-02-25,74.0,Entire rental unit,Entire home/apt,4,1.0,3.0
12238423,2022-08-21,73.0,Entire rental unit,Entire home/apt,4,1.0,3.0
12238423,2022-08-05,81.0,Entire rental unit,Entire home/apt,4,1.0,3.0
